OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species,LancangBesar,Pari,Tidung,KarangBeras,Pramuka,Kotok,Sepa,Total
ASV8352,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,uncultured proteobacterium,1091,106,18,363,284,104,30,1996
ASV1094,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured organism,36,174,546,452,262,179,336,1985
ASV1262,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus CC9902,Unavailable,23,346,209,156,139,717,369,1959
ASV3346,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unavailable,Unavailable,50,274,148,244,298,557,366,1937
ASV26856,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,126,144,252,199,215,845,150,1931
ASV2804,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,C8S-102,uncultured Desulfuromonadales bacterium,uncultured Desulfuromonadales bacterium,72,175,92,237,479,547,327,1929
ASV3817,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus murinus,208,123,473,410,255,209,246,1924
ASV6528,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,uncultured bacterium,136,229,106,349,331,314,455,1920
ASV17386,Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,1884,0,0,32,0,1916
ASV9739,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,Unavailable,35,182,239,41,709,671,36,1913
ASV23607,Bacteria,Chloroflexi,TK17,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,38,116,238,239,403,391,488,1913
ASV8450,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Unavailable,Unavailable,96,314,206,239,396,461,199,1911
ASV10887,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,uncultured bacterium,uncultured bacterium,80,317,198,184,400,548,173,1900
ASV1867,Bacteria,Lentisphaerae,Oligosphaeria,SS1-B-02-17,uncultured Lentisphaerae bacterium,uncultured Lentisphaerae bacterium,uncultured Lentisphaerae bacterium,72,240,81,192,215,525,570,1895
ASV612,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,uncultured Bacteroidetes bacterium,152,72,101,379,123,83,971,1881
ASV667,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,BD2-7,uncultured bacterium,uncultured bacterium,21,619,113,765,4,31,322,1875
ASV12485,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Unavailable,Unavailable,Unavailable,182,170,433,253,254,370,209,1871
ASV1476,Bacteria,Proteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,22,882,200,156,531,54,1845
ASV16048,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured organism,1,317,880,0,36,568,20,1822
ASV6719,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,uncultured bacterium,97,215,152,373,454,343,177,1811
ASV994,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,209,523,254,214,190,176,239,1805
ASV4136,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Unavailable,46,196,324,234,255,503,242,1800
ASV2277,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,uncultured,Unavailable,74,124,306,400,344,228,320,1796
ASV8136,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,Unavailable,177,106,1144,138,40,19,168,1792
ASV13946,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax,uncultured bacterium,162,120,422,207,416,301,153,1781
ASV9154,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,106,138,450,317,253,308,204,1776
ASV7497,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium,100,145,408,283,318,303,200,1757
ASV8307,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Oceanirhabdus,uncultured bacterium,79,194,354,300,280,252,246,1705
ASV1086,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix,unidentified bacterium wb1_A09,52,105,281,210,496,355,194,1693
ASV1606,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,uncultured bacterium,92,113,125,178,263,485,427,1683
ASV4715,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured deep-sea bacterium,uncultured deep-sea bacterium,uncultured deep-sea bacterium,114,131,310,248,291,281,305,1680
ASV12666,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,uncultured Spirochaetes bacterium,10,94,229,797,227,258,62,1677
ASV649,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Unavailable,Unavailable,89,77,316,170,473,415,130,1670
ASV2722,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,uncultured,Unavailable,269,267,91,239,195,448,160,1669
ASV8369,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,Unavailable,36,122,296,197,136,636,232,1655
ASV3058,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,uncultured,uncultured bacterium,221,211,299,227,264,245,185,1652
ASV12765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium,uncultured bacterium,58,181,369,22,160,373,485,1648
ASV524,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,Unavailable,Unavailable,Unavailable,59,133,343,253,214,245,399,1646
ASV3668,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Frondibacter,Frondibacter aureus,135,119,372,164,158,592,105,1645
ASV4123,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Unavailable,Unavailable,Unavailable,9,73,220,606,645,43,48,1644
ASV1284,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,Pirellula sp.,249,169,197,132,292,456,139,1634
ASV8628,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured,uncultured marine bacterium,28,54,424,534,72,460,57,1629
ASV2765,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,1,2,4,730,890,0,1627
ASV626,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Xenococcus PCC-7305,uncultured bacterium,127,122,108,208,330,395,317,1607
ASV5168,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,56,117,329,141,155,465,344,1607
ASV9693,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,uncultured bacterium,41,533,151,154,83,35,587,1584
ASV315,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Unavailable,Unavailable,Unavailable,75,273,77,227,339,256,335,1582
ASV359,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Aureibacter,Aureibacter tunicatorum,160,246,439,193,136,288,114,1576
ASV1969,Bacteria,Planctomycetes,OM190,Unavailable,Unavailable,Unavailable,Unavailable,62,252,69,176,240,470,292,1561
ASV16064,Bacteria,Chloroflexi,TK17,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,130,143,328,277,262,178,243,1561
ASV4400,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured Chloroflexus sp.,uncultured Chloroflexus sp.,77,102,407,247,199,342,183,1557
ASV9629,Bacteria,Chloroflexi,TK17,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,50,145,242,290,308,206,312,1553
ASV3231,Bacteria,Cyanobacteria,Oxyphotobacteria,Eurycoccales,Eurycoccales Incertae Sedis,Synechococcus PCC-7336,uncultured bacterium,107,74,320,247,303,430,69,1550
ASV14171,Bacteria,Planctomycetes,OM190,Unavailable,Unavailable,Unavailable,Unavailable,0,650,789,0,48,14,16,1517
ASV2778,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,uncultured bacterium,117,192,169,194,342,215,283,1512
ASV226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus Riegeria,uncultured alpha proteobacterium,88,129,245,436,190,239,184,1511
ASV4436,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,Unavailable,141,203,275,290,216,194,172,1491
ASV3105,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured organism,78,211,270,243,255,146,277,1480
ASV7781,Bacteria,Planctomycetes,vadinHA49,uncultured organism,uncultured organism,uncultured organism,uncultured organism,128,178,54,150,287,369,310,1476
ASV724,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,Unavailable,77,189,236,267,343,194,165,1471
ASV3435,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,CI75cm.2.12,Unavailable,23,258,192,109,306,441,137,1466
ASV2720,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,113,141,320,198,266,263,162,1463
ASV4047,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,uncultured bacterium,44,174,230,262,356,243,153,1462
ASV6131,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,29,311,3,152,677,259,11,1442
ASV4108,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,Unavailable,Unavailable,Unavailable,49,164,352,186,160,192,335,1438
ASV2825,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,BD2-7,Unavailable,Unavailable,85,196,153,220,250,396,134,1434
ASV2181,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Unavailable,95,109,364,252,304,170,138,1432
ASV14632,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,269,305,98,134,389,114,120,1429
ASV6983,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured bacterium,0,83,718,21,90,418,97,1427
ASV2135,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,unidentified bacterium wb1_F07,0,45,173,130,209,379,490,1426
ASV24123,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium,80,215,100,209,224,344,254,1426
ASV2766,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,uncultured bacterium,41,250,122,150,284,379,199,1425
ASV5300,Bacteria,Planctomycetes,Pla3 lineage,uncultured deep-sea bacterium,uncultured deep-sea bacterium,uncultured deep-sea bacterium,uncultured deep-sea bacterium,164,232,110,149,261,326,183,1425
ASV3394,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,84,240,66,200,166,577,83,1416
ASV11425,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium,19,294,89,197,127,570,120,1416
ASV11586,Bacteria,Proteobacteria,Gammaproteobacteria,MBAE14,Unavailable,Unavailable,Unavailable,0,0,5,1,849,552,0,1407
ASV4373,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Holophaga sp. WY42,40,93,158,203,285,163,458,1400
ASV9700,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,4,21,0,48,1249,43,31,1396
ASV8756,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,VHS-B3-70,Unavailable,Unavailable,45,55,146,947,80,88,33,1394
ASV2016,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,EC94,uncultured bacterium,uncultured bacterium,24,139,94,481,159,252,237,1386
ASV4696,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,Unavailable,116,102,416,187,128,174,263,1386
ASV515,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,Unavailable,Unavailable,0,15,0,1053,161,153,0,1382
ASV9400,Bacteria,Proteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,36,0,25,536,745,10,17,1369
ASV6884,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Unavailable,Unavailable,Unavailable,30,109,192,254,275,177,323,1360
ASV6005,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,uncultured bacterium,120,332,196,93,268,113,235,1357
ASV6621,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Unavailable,0,71,349,234,644,0,57,1355
ASV6491,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,uncultured bacterium,uncultured bacterium,3,87,247,170,312,247,287,1353
ASV5262,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,48,0,19,229,120,0,925,1341
ASV2392,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unavailable,Unavailable,Unavailable,40,0,185,438,146,134,391,1334
ASV16132,Bacteria,Planctomycetes,BD7-11,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,704,356,194,77,0,2,1333
ASV295,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,EC94,uncultured bacterium,uncultured bacterium,37,117,313,280,145,271,165,1328
ASV5838,Bacteria,Planctomycetes,028H05-P-BN-P5,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,82,165,271,304,186,120,196,1324
ASV6354,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,101,135,214,194,281,139,252,1316
ASV11081,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,uncultured planctomycete,47,119,472,128,191,290,67,1314
ASV12749,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,Spirochaeta isovalerica,103,18,1003,62,30,59,34,1309
ASV15480,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium,122,17,25,601,246,185,111,1307
ASV2256,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,45,179,244,94,180,215,349,1306
ASV7374,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,72,78,193,90,223,529,113,1298
ASV4523,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unavailable,Unavailable,73,121,202,173,327,205,196,1297
ASV13029,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,uncultured bacterium,uncultured bacterium,uncultured bacterium,3,118,214,105,340,128,384,1292
ASV6461,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured,uncultured alpha proteobacterium,167,222,239,177,146,212,126,1289
ASV1041,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured,uncultured delta proteobacterium,103,136,45,125,361,200,315,1285
ASV19417,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,111,170,200,174,186,244,195,1280
ASV8539,Bacteria,Omnitrophicaeota,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,123,144,305,214,176,174,132,1268
ASV11129,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Unavailable,18,105,333,134,102,97,479,1268
ASV926,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Sediminitomix,Sediminitomix flava,74,90,247,96,106,260,388,1261
ASV6141,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured delta proteobacterium,uncultured delta proteobacterium,162,241,115,144,348,107,141,1258
ASV1717,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium,52,59,135,519,145,264,80,1254
ASV1681,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria Incertae Sedis,Unknown Family,Deferrisoma,uncultured bacterium,27,175,174,153,290,189,245,1253
ASV3167,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Unavailable,82,237,28,149,284,266,206,1252
ASV8529,Bacteria,Acidobacteria,Subgroup 21,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,30,139,136,108,137,501,201,1252
ASV22227,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,63,137,178,128,209,336,201,1252
ASV13598,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium,219,130,212,45,199,302,135,1242
ASV5749,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,uncultured Prolixibacter sp.,50,113,227,220,147,245,220,1222
ASV17685,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,66,65,0,193,818,0,62,1204
ASV950,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Stanieria PCC-7437,Unavailable,20,87,47,92,91,614,252,1203
ASV15012,Bacteria,Planctomycetes,OM190,Unavailable,Unavailable,Unavailable,Unavailable,95,105,177,233,290,190,97,1187
ASV15210,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured bacterium,80,121,3,175,157,413,234,1183
ASV382,Bacteria,Poribacteria,uncultured Clostridium sp.,uncultured Clostridium sp.,uncultured Clostridium sp.,uncultured Clostridium sp.,uncultured Clostridium sp.,9,77,627,80,263,63,60,1179
ASV3723,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,uncultured Bacteroidetes bacterium,0,0,239,62,20,847,0,1168
ASV4507,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Unavailable,110,74,264,141,84,357,125,1155
ASV1539,Bacteria,Gemmatimonadetes,PAUC43f marine benthic group,uncultured Gemmatimonadetes bacterium,uncultured Gemmatimonadetes bacterium,uncultured Gemmatimonadetes bacterium,uncultured Gemmatimonadetes bacterium,39,95,72,357,179,97,295,1134
ASV4989,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured sediment bacterium,uncultured sediment bacterium,8,82,435,30,76,258,237,1126
ASV13622,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Unavailable,Unavailable,24,173,0,594,93,0,240,1124
ASV19722,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium,40,124,70,203,288,29,369,1123
ASV9823,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,uncultured,uncultured delta proteobacterium,44,113,240,291,240,81,107,1116
ASV1526,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,uncultured delta proteobacterium,58,55,247,175,203,159,211,1108
ASV6256,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium,2,60,88,137,268,87,460,1102
ASV21435,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group,Unavailable,111,167,164,15,207,253,177,1094
ASV3539,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured spirochete,81,99,189,303,162,118,138,1090
ASV19055,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 11,Unavailable,117,168,162,256,161,89,134,1087
ASV1382,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,Unavailable,335,23,41,199,204,28,256,1086
ASV11076,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured organism,107,126,221,170,129,192,140,1085
ASV716,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,uncultured bacterium,22,453,218,86,122,89,92,1082
ASV3656,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured planctomycete,19,26,327,222,129,159,198,1080
ASV5466,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,29,1032,0,11,4,0,1076
